BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1412,1177, ,RS,188 EAST 78TH   STREET,CEL 3,10075,0,0,1,0,0,0, 	4 ,RS, $	200 ,4/11/18
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1412,1178, ,RS,188 EAST 78TH   STREET,CEL 4,10075,0,0,1,0,0,0, 	4 ,RS, $	-   ,4/11/18
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1412,1202, ,RS,188 EAST 78TH   STREET,CEL28,10075,0,0,1,0,0,0, 	4 ,RS, $	-   ,8/1/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1414,1265, ,RS,205 EAST 59TH   STREET,SU2,10022,0,0,1,0,0,2003, 	4 ,RS," $	30,000 ",10/4/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1414,1267, ,RS,205 EAST 59TH   STREET,SU4,10022,0,0,1,0,0,2003, 	4 ,RS, $	-   ,7/27/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1414,1286, ,RS,205 EAST 59TH   STREET,SU23,10022,0,0,1,0,0,2003, 	4 ,RS, $	-   ,12/20/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1423,1098, ,RS,200 EAST 69TH   STREET,SRU93,10021,0,0,1,0,0,0, 	4 ,RS, $	-   ,12/28/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1423,1117, ,RS,200 EAST 69TH   STREET,SU112,10021,0,0,1,0,0,0, 	4 ,RS, $	-   ,9/29/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1423,1128, ,RS,200 EAST 69TH STREET,SU123,10021,0,0,1,0,0,0, 	4 ,RS, $	-   ,6/15/18
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1455,1227, ,RS,401 EAST 60TH   STREET,5,10022,0,0,1,0,0,0, 	4 ,RS, $	-   ,11/20/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1455,1229, ,RS,401 EAST 60TH   STREET,7,10022,0,0,1,0,0,0, 	4 ,RS," $	30,000 ",9/27/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1455,1230, ,RS,401 EAST 60TH   STREET,8,10022,0,0,1,0,0,0, 	4 ,RS, $	-   ,7/31/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1455,1243, ,RS,401 EAST 60TH   STREET,21,10022,0,0,1,0,0,0, 	4 ,RS," $	15,000 ",10/17/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1455,1243, ,RS,401 EAST 60TH   STREET,21,10022,0,0,1,0,0,0, 	4 ,RS," $	27,500 ",3/15/18
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1455,1269, ,RS,401 EAST 60TH STREET,47,10022,0,0,1,0,0,0, 	4 ,RS," $	17,000 ",7/11/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1455,1270, ,RS,401 EAST 60TH   STREET,48,10022,0,0,1,0,0,0, 	4 ,RS," $	40,000 ",7/28/17
1,UPPER EAST SIDE (59-79),47 CONDO NON-BUSINESS STORAGE              ,4,1461,1179, ,RS,400 EAST 67TH   STREET,SU50,10065,0,0,1,0,0,2006, 	4 ,RS," $	44,616 ",8/4/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1494,29, ,A4,63 EAST 82ND   STREET, ,10028,1,0,1,"2,043","5,800",1899, 	1 ,A4," $	13,250,000 ",2/27/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1494,49, ,A4,46 EAST 83 STREET, ,10028,1,0,1,"1,839","6,141",1920, 	1 ,A4," $	15,500,000 ",5/18/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1495,11, ,A7,17 EAST 83RD STREET, ,10028,1,0,1,"2,043","5,900",1925, 	1 ,A7," $	18,500,000 ",7/14/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1495,11, ,A7,17 EAST 83RD   STREET, ,10028,1,0,1,"2,043","5,900",1925, 	1 ,A7, $	-   ,7/28/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1495,11, ,A7,17 EAST 83RD STREET, ,10028,1,0,1,"2,043","5,900",1925, 	1 ,A7, $	10 ,9/29/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1504,164, ,A4,8 EAST 93RD STREET, ,10128,1,0,1,"1,963","4,501",1899, 	1 ,A4," $	8,900,000 ",8/1/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1505,16, ,S1,29 EAST 93RD STREET, ,10128,1,1,2,"1,167","3,536",1901, 	1 ,S1," $	5,925,000 ",7/26/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1506,6, ,A4,3 EAST 94TH   STREET, ,10128,1,0,1,"2,517","7,110",1901, 	1 ,A4, $	-   ,1/29/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1506,6, ,A4,3 EAST 94TH   STREET, ,10128,1,0,1,"2,517","7,110",1901, 	1 ,A4, $	-   ,1/29/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1506,6, ,A4,3 EAST 94TH   STREET, ,10128,1,0,1,"2,517","7,110",1901, 	1 ,A4, $	-   ,1/29/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1508,6, ,A4,113 EAST 79TH STREET, ,10075,1,0,1,"2,043","4,253",1901, 	1 ,A4," $	30,000,000 ",5/10/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1508,7, ,A4,115 EAST 79TH   STREET, ,10075,1,0,1,"2,043","4,293",1901, 	1 ,A4," $	16,250,000 ",5/10/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1508,107, ,A4,117 EAST 79TH STREET, ,10075,1,0,1,"2,043","3,503",1901, 	1 ,A4," $	15,000,000 ",10/23/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1508,107, ,A4,117 EAST 79TH   STREET, ,10075,1,0,1,"2,043","3,503",1901, 	1 ,A4," $	1,000,000 ",5/10/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1512,11, ,S1,121 EAST 83RD   STREET, ,10028,1,1,2,"2,605","7,825",1899, 	1 ,S1, $	-   ,2/16/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1518,17, ,A9,1342 LEXINGTON AVENUE, ,10128,1,0,1,"1,002","3,072",1899, 	1 ,A9, $	-   ,8/21/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1521,49, ,S1,160 EAST 93RD   STREET, ,10128,1,1,2,"1,661","2,880",1901, 	1 ,S1," $	4,400,000 ",10/12/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1521,111, ,A9,123 EAST 92ND   STREET, ,10128,1,0,1,"1,258","1,992",1910, 	1 ,A9," $	4,150,000 ",9/25/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1521,114, ,A9,131 EAST 92ND   STREET, ,10128,1,0,1,"1,711","3,946",1901, 	1 ,A9, $	-   ,1/29/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1521,114, ,A9,131 EAST 92ND   STREET, ,10128,1,0,1,"1,711","3,946",1901, 	1 ,A9, $	-   ,1/29/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1523,11, ,A9,129 EAST 94TH STREET, ,10128,1,0,1,"1,678","3,414",1899, 	1 ,A9," $	2,647,000 ",5/1/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1523,69, ,A4,1217 PARK AVENUE, ,10128,1,0,1,"1,426","4,620",1899, 	1 ,A4, $	-   ,6/7/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1524,11, ,A9,129 EAST 95TH   STREET, ,10128,1,0,1,"1,711","3,536",1910, 	1 ,A9," $	7,450,000 ",8/7/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1547,20, ,A4,347 EAST 84TH   STREET, ,10028,1,0,1,"2,043","3,296",1901, 	1 ,A4," $	1,288,589 ",12/21/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1547,20, ,A4,347 EAST 84TH   STREET, ,10028,1,0,1,"2,043","3,296",1901, 	1 ,A4," $	8,200,000 ",4/16/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1564,9, ,A4,417 EAST 84TH   STREET, ,10028,1,0,1,"1,890","5,670",1880, 	1 ,A4," $	8,300,000 ",11/27/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1565,14, ,A9,427 EAST 85TH STREET, ,10028,1,0,1,"2,554","6,775",1925, 	1 ,A9," $	8,700,000 ",5/14/18
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1581,7, ,A9,511 EAST 84TH STREET, ,10028,1,0,1,"1,984","4,409",1901, 	1 ,A9, $	-   ,9/21/17
1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1583,130, ,A4,552 EAST 87TH   STREET, ,10128,1,0,1,"1,020","2,720",1899, 	1 ,A4, $	-   ,7/10/17
1,UPPER EAST SIDE (79-96),02 TWO FAMILY DWELLINGS                    ,1,1502,27, ,B1,57 EAST 90TH   STREET, ,10128,2,0,2,"5,740","17,118",1899, 	1 ,B1, $	-   ,8/3/17
1,UPPER EAST SIDE (79-96),02 TWO FAMILY DWELLINGS                    ,1,1522,40, ,B1,182 EAST 94TH   STREET, ,10128,2,0,2,929,"4,829",2012, 	1 ,B1, $	-   ,10/4/17
1,UPPER EAST SIDE (79-96),02 TWO FAMILY DWELLINGS                    ,1,1544,46, ,B9,310 EAST 82ND   STREET, ,10028,2,0,2,"2,554","6,546",1910, 	1 ,B9, $	-   ,3/7/18
1,UPPER EAST SIDE (79-96),02 TWO FAMILY DWELLINGS                    ,1,1581,6, ,B9,507 EAST 84TH   STREET, ,10028,2,0,2,"1,992","3,800",1901, 	1 ,B9, $	-   ,11/5/17
1,UPPER EAST SIDE (79-96),02 TWO FAMILY DWELLINGS                    ,1,1583,118, ,B1,14 HENDERSON, ,10028,2,0,2,797,"2,448",1899, 	1 ,B1," $	3,450,000 ",6/25/18
1,UPPER EAST SIDE (79-96),03 THREE FAMILY DWELLINGS                  ,1,1524,108, ,C0,121 EAST 95TH STREET, ,10128,3,0,3,"1,611","3,328",1899, 	1 ,C0, $	-   ,5/9/18
1,UPPER EAST SIDE (79-96),03 THREE FAMILY DWELLINGS                  ,1,1565,16, ,C0,433 EAST 85TH STREET, ,10028,3,0,3,"1,728","3,768",1880, 	1 ,C0," $	5,550,000 ",6/8/18
1,UPPER EAST SIDE (79-96),03 THREE FAMILY DWELLINGS                  ,1,1581,5, ,C0,505 EAST 84TH   STREET, ,10028,3,0,3,"1,992","2,850",1901, 	1 ,C0," $	3,950,000 ",1/10/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1493,62, ,C5,16 EAST 82ND STREET, ,10028,8,1,9,"2,554","8,099",1921, 	2 ,C5," $	10,700,000 ",9/14/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1504,60, ,C5,18 EAST 93RD STREET, ,10128,10,0,10,"2,013","6,090",1910, 	2 ,C5," $	9,850,000 ",8/2/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1510,43, ,C4,168 EAST 82ND   STREET, ,10028,15,0,15,"2,554","9,970",1920, 	2 ,C4," $	13,000,000 ",9/29/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2A,1521,163, ,C2,122 EAST 93RD   STREET, ,10128,5,0,5,"1,695","2,136",1910, 	2 ,C2," $	4,450,000 ",8/15/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1526,35, ,C4,226 EAST 81ST STREET, ,10028,20,0,20,"2,554","9,895",1920, 	2 ,C4," $	6,900,000 ",12/31/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1526,47, ,C7,1425 THIRD AVENUE, ,10028,12,2,14,"2,160","6,520",1910, 	2 ,C7, $	-   ,8/14/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1527,17, ,C7,235 EAST 81ST   STREET, ,10028,22,2,24,"2,554","11,673",1910, 	2 ,C7, $	-   ,3/7/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1527,34, ,C7,232 EAST 82ND STREET, ,10028,20,2,22,"2,596","10,025",1910, 	2 ,C7, $	-   ,9/15/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1530,21, ,C7,1619 2 AVENUE, ,10028,11,1,12,"2,218","8,468",1988, 	2 ,C7," $	9,100,000 ",7/20/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1530,39, ,C4,218 EAST 85 STREET, ,10028,20,0,20,"2,554","10,055",1910, 	2 ,C4," $	10,350,000 ",10/19/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1530,40, ,C7,216 EAST 85TH STREET, ,10028,15,2,17,"2,554","8,996",1910, 	2 ,C7," $	10,350,000 ",10/19/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1530,41, ,C4,214 EAST 85TH STREET, ,10028,18,0,18,"2,554","8,990",1915, 	2 ,C4," $	4,650,000 ",10/19/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1530,42, ,C7,212 EAST 85TH   STREET, ,10028,18,2,20,"2,554","9,040",1915, 	2 ,C7," $	4,650,000 ",10/19/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1535,15, ,C5,223 EAST 89TH   STREET, ,10128,20,0,20,"2,517","10,465",1930, 	2 ,C5," $	8,100,000 ",3/20/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1540,42, ,C4,210 EAST 95TH   STREET, ,10128,15,0,15,"2,525","9,829",1900, 	2 ,C4," $	12,150,000 ",1/26/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2A,1543,146, ,C2,312 EAST 81 STREET, ,10028,6,0,6,"1,533","2,780",1925, 	2 ,C2, $	-   ,2/12/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,5, ,C7,303 EAST 81ST   STREET, ,10028,19,2,21,"2,554","11,455",1910, 	2 ,C7, $	-   ,3/7/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,7, ,C1,307 EAST 81ST   STREET, ,10028,20,0,20,"2,554","9,805",1910, 	2 ,C1, $	-   ,10/5/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,8, ,C1,309 EAST 81ST   STREET, ,10028,20,0,20,"2,554","10,025",1910, 	2 ,C1, $	-   ,10/5/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,9, ,C7,311 EAST 81ST   STREET, ,10028,18,2,20,"2,554","10,645",1910, 	2 ,C7, $	-   ,10/5/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,10, ,C1,313 EAST 81ST   STREET, ,10028,20,0,20,"2,554","10,645",1910, 	2 ,C1, $	-   ,10/5/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,11, ,C1,315 EAST 81ST   STREET, ,10028,20,0,20,"2,554","10,645",1910, 	2 ,C1, $	-   ,10/5/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,14, ,C1,335 EAST 81ST STREET, ,10028,22,0,22,"2,554","9,695",1910, 	2 ,C1, $	-   ,12/1/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,37, ,C1,334 EAST 82ND STREET, ,10028,20,0,20,"2,554","10,145",1920, 	2 ,C1, $	-   ,8/9/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,43, ,C1,316 EAST 82ND   STREET, ,10028,20,0,20,"2,554","11,216",1910, 	2 ,C1, $	-   ,3/7/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1544,44, ,C7,314 EAST 82ND   STREET, ,10028,18,2,20,"2,554","11,629",1915, 	2 ,C7, $	-   ,3/7/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1544,45, ,C7,312 EAST 82ND   STREET, ,10028,8,1,9,"2,554","11,144",1920, 	2 ,C7, $	-   ,3/7/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1544,47, ,C4,308 EAST 82ND   STREET, ,10028,10,0,10,"2,554","8,254",1920, 	2 ,C4, $	-   ,3/7/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1547,45, ,C1,312 EAST 85TH STREET, ,10028,25,0,25,"2,860","11,760",1910, 	2 ,C1," $	10,750,000 ",12/7/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1548,23, ,C1,1637 1 AVENUE, ,10028,16,0,16,"1,875","6,300",1920, 	2 ,C1," $	16,000,000 ",3/15/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1549,30, ,C7,1665 FIRST AVENUE, ,10028,14,2,16,"1,898","8,922",1915, 	2 ,C7," $	7,600,000 ",11/14/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1550,51, ,C7,1694 2 AVENUE, ,10128,8,1,9,"2,500","7,500",1918, 	2 ,C7, $	-   ,3/6/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1550,51, ,C7,1694 2 AVENUE, ,10128,8,1,9,"2,500","7,500",1918, 	2 ,C7," $	7,450,000 ",3/6/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1551,22, ,C1,339 EAST 88TH   STREET, ,10128,17,0,17,"2,518","11,537",1920, 	2 ,C1, $	-   ,3/7/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1551,26, ,C7,1705 1 AVENUE, ,10128,26,3,29,"5,000","24,861",1920, 	2 ,C7, $	-   ,10/5/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1551,131, ,C4,354 EAST 89TH   STREET, ,10128,10,0,10,"2,013","6,570",1920, 	2 ,C4," $	5,310,000 ",8/30/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1552,37, ,C4,324 EAST 90TH STREET, ,10128,10,0,10,"2,517","9,005",1920, 	2 ,C4," $	4,100,000 ",12/31/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1553,32, ,C1,350 EAST 91ST STREET, ,10128,20,0,20,"2,516","9,760",1920, 	2 ,C1," $	9,075,000 ",2/26/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1555,7, ,C1,309 EAST 92ND   STREET, ,10128,10,0,10,"2,517","8,600",1920, 	2 ,C1," $	9,300,000 ",5/7/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1555,9, ,C4,313 EAST 92ND   STREET, ,10128,10,0,10,"2,517","8,540",1920, 	2 ,C4," $	8,400,000 ",4/30/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1559,1, ,C7,1514 1 AVENUE, ,10075,7,2,9,"2,038","9,199",1925, 	2 ,C7," $	16,200,000 ",3/22/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1559,47, ,C7,1528 1 AVENUE, ,10075,12,2,14,"2,037","7,174",1910, 	2 ,C7," $	14,938,625 ",4/12/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1559,104, ,C7,403 EAST 79TH STREET, ,10075,16,1,17,"2,554","5,800",1915, 	2 ,C7, $	-   ,4/12/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1559,146, ,C7,402 EAST 80TH   STREET, ,10075,20,1,21,"2,555","9,000",1920, 	2 ,C7," $	3,600,000 ",9/13/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1560,14, ,C1,433 EAST 80TH STREET, ,10075,31,0,31,"5,474","23,346",1925, 	2 ,C1, $	-   ,5/9/18
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1563,23, ,C7,1567 YORK AVENUE, ,10028,8,2,10,"1,951","7,840",1915, 	2 ,C7," $	8,300,000 ",10/31/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1563,25, ,C7,1571 YORK AVENUE, ,10028,8,2,10,"1,951","7,395",1880, 	2 ,C7," $	8,300,000 ",10/31/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1563,121, ,C4,453 EAST 83RD   STREET, ,10028,7,0,7,"2,043","6,915",1920, 	2 ,C4," $	5,900,000 ",9/14/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1564,5, ,C1,413 EAST 84TH STREET, ,10028,72,0,72,"7,713","31,152",1910, 	2 ,C1," $	21,000,000 ",9/29/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1564,30, ,C1,444 EAST 85TH   STREET, ,10028,11,0,11,"2,554","7,770",1925, 	2 ,C1, $	-   ,7/31/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1564,129, ,C5,446 EAST 85TH   STREET, ,10028,10,0,10,"1,941","5,905",1910, 	2 ,C5, $	-   ,7/31/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1571,4, ,C7,1762 1 AVENUE, ,10128,13,2,15,"2,350","8,745",1920, 	2 ,C7," $	13,875,000 ",12/11/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1571,50, ,C7,1764 1 AVENUE, ,10128,13,2,15,"2,350","8,745",1920, 	2 ,C7, $	-   ,12/11/17
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1580,5, ,C1,503 EAST 83RD STREET, ,10028,15,0,15,"2,554","9,190",1910, 	2 ,C1," $	6,380,000 ",6/14/18
1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2B,1510,40, ,D6,1444 THIRD AVENUE, ,10028,9,1,10,"2,605",0,2017, 	2 ,D6, $	-   ,1/31/18
1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1522,158, ,D7,1442 LEXINGTON AVENUE, ,10128,16,1,17,"2,562","15,596",1920, 	2 ,D7, $	-   ,4/12/18
1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1526,34, ,D1,228 EAST 81ST STREET, ,10028,28,0,28,"2,596","10,060",1930, 	2 ,D1," $	11,300,000 ",6/26/18
1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1528,13, ,D3,225 EAST 82ND   STREET, ,10028,27,0,27,"2,639","11,838",1965, 	2 ,D3," $	11,300,000 ",10/26/17
1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2B,1544,3, ,D7,1566 2 AVENUE, ,10028,8,2,10,"2,550","11,619",1915, 	2 ,D7, $	-   ,3/7/18
1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1544,12, ,D7,331 EAST 81ST STREET, ,10028,14,1,15,"2,554","10,606",1910, 	2 ,D7," $	12,750,000 ",9/26/17
1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1559,33, ,D6,420 EAST 80TH   STREET, ,10075,156,1,157,"15,300","137,238",1961, 	2 ,D6," $	86,000,000 ",3/22/18
1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1562,144, ,D1,402 EAST 83RD STREET, ,10028,27,0,27,"2,656","16,380",1930, 	2 ,D1," $	13,250,000 ",1/18/18
1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2C,1491,47, ,C6,"50 EAST 80TH STREET, 2A/3B", ,10075,0,0,0,0,0,1916, 	2 ,C6," $	1,985,000 ",3/16/18
1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2C,1494,148, ,C6,"48 EAST 83RD STREET, 3", ,10028,0,0,0,0,0,1920, 	2 ,C6," $	860,000 ",4/12/18
1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2C,1494,148, ,C6,"48 EAST 83RD STREET, 1F", ,10028,0,0,0,0,0,1920, 	2 ,C6, $	-   ,4/26/18
1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2C,1504,42, ,C6,"72 EAST 93RD STREET, 4A", ,10128,0,0,0,0,0,1920, 	2 ,C6," $	672,000 ",4/10/18
1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2C,1504,43, ,C6,"68 EAST 93RD STREET, 5R", ,10128,0,0,0,0,0,1920, 	2 ,C6," $	885,000 ",9/18/17
1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2C,1504,43, ,C6,"68 EAST 93RD STREET, 1R", ,10128,0,0,0,0,0,1920, 	2 ,C6," $	1,500,000 ",3/19/18
1,UPPER EAST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2C,1504,43, ,C6,"68 EAST 93RD STREET, 3R", ,10128,0,0,0,0,0,1920, 	2 ,C6," $	880,000 ",5/17/18
